Facility_Name	Process	Street	City	State	Zip	Latitude	Longitude	Accidents	Total_No_Chemicals	Chemical_Names
Eastern Distribution Center	3	U.S. Route 301 & Leeland Road	Upper Marlboro	MD	20774	38.883657	-76.766349	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Cook's Ham, Inc - Kansas City, MO Facility"	3	13825 Wyandotte	Kansas City	MO	64145	38.883941	-94.595219	1	2	Public OCA Chemical; Ammonia (anhydrous)
Pelron	3	7847 West 47th Street	Lyons	IL	66061	38.884071	-94.870529	0	6	"Public OCA Chemical; Formaldehyde (solution); Propylene oxide  [Oxirane, methyl-]; Dimethylamine  [Methanamine, N-methyl-]; Allyl alcohol  [2-Propen-1-ol]; Ethylene oxide  [Oxirane]"
Sinton Dairy Food's Comp. L.L.C.	3	3801 N. Sinton Road	Colorado Springs	CO	80907	38.8855992	-104.8340235	0	2	Public OCA Chemical; Ammonia (anhydrous)
CHS INC- Weskan	2	255 Highway 40	Weskan	KS	67762	38.885719	-101.946745	0	2	Public OCA Chemical; Ammonia (anhydrous)
City of Columbia Water Treatment Plant	2	6851 West State Hwy K	Columbia	MO	65203	38.88608281	-92.43827199	0	2	Public OCA Chemical; Chlorine
Russell Water Treatment Plant	2	210 S. Front	Russell	KS	67665	38.88743376	-98.85451208	0	2	Public OCA Chemical; Chlorine
"SOUTH CENTRAL FS, INC GREENVILLE"	2	RT 40	GREENVILLE	IL	62246	38.888242	-89.407911	0	2	Public OCA Chemical; Ammonia (anhydrous)
CHS Inc - Shipman Pocahontas	2	168 State Rt. 140	Pocahontas	IL	62275	38.88895314	-89.6121247	0	2	Public OCA Chemical; Ammonia (anhydrous)
M & M SERVICE-ALHAMBRA	2	401 elm st.	alhambra	IL	62001	38.89007081	-89.73064076	0	2	Public OCA Chemical; Ammonia (anhydrous)
ConAgra Food Ingredients	3	145 West Broadway	Alton	IL	62002	38.89084233	-90.19102975	0	2	Public OCA Chemical; Chlorine
Russell Nh3 Plant	2	1.5 Miles N. HWY 281	Russell	KS	67665	38.891284	-98.858436	0	2	Public OCA Chemical; Ammonia (anhydrous)
Russell - Nurse Tank Location	2	10th & Fossil	Russell	KS	67665	38.891284	-98.858436	0	2	Public OCA Chemical; Ammonia (anhydrous)
"U.S. Energy Partners, LLC DBA White Energy"	2	1224 East 15th Street	Russell	KS	67665	38.891284	-98.858436	0	2	Public OCA Chemical; Flammable Mixture
SERVICE AND SUPPLY COOPERATIVE	2	22 Coop Avenue	New Florence	MO	63363	38.8947	-91.5171	0	2	Public OCA Chemical; Ammonia (anhydrous)
Wabash Valley Service Co.- Russellville	2	1800 N. 1750 E. Rd.	Flat Rock	IL	62427	38.900944	-87.672357	0	2	Public OCA Chemical; Ammonia (anhydrous)
Mont Eagle Mills Inc - Flat Rock Plant	2	Illinois State Highway 1 and 350 N	Flat Rock	IL	62427	38.900944	-87.672357	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Guier Chemical & Fertilizer, Inc."	2	13992 Hwy K	Houstonia	MO	65333	38.901082	-93.360319	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Great Lakes Cheese, Fillmore, Utah"	3	780 West 1400 South	Fillmore	UT	84631	38.901194	-112.632166	0	2	Public OCA Chemical; Ammonia (anhydrous)
CHS INC - Flying V	2	695 Kansas Co Rd	Sharon Springs	KS	67758	38.901914	-101.747317	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Illinois-American Water Company, Alton Plant1"	3	1200 W. Broadway	Alton	IL	62002	38.901935	-90.165499	0	2	Public OCA Chemical; Chlorine
"Sysco Kansas City, Inc."	3	1915 Kansas City Road	Olathe	KS	66051	38.90253723	-94.78563271	0	2	Public OCA Chemical; Ammonia (anhydrous)
Effingham Equity	2	3795 South Hwy. 130	West Liberty	IL	62475	38.90474379	-88.09507655	0	2	Public OCA Chemical; Ammonia (anhydrous)
Yocemento Nh3 Plant	2	1558 Yocemento Avenue	Yocemento	KS	67601	38.90753789	-99.42591255	0	2	Public OCA Chemical; Ammonia (anhydrous)
Sara Lee Corporation - Claryville Facility	3	1099 Bob Huber Drive	Alexandria	KY	41001	38.91048683	-84.38196165	0	2	Public OCA Chemical; Ammonia (anhydrous)
East Bend Generating Station	3	6293 Beaver Road	Union	KY	41091	38.91550685	-84.84564043	0	2	Public OCA Chemical; Ammonia (anhydrous)
Frontier Ag Inc.- Quinter South Plant	2	6248 County Rd G	Quinter	KS	67752	38.915534	-100.242238	0	2	Public OCA Chemical; Ammonia (anhydrous)
"T & T Chemical, Inc."	2	2554 County Road 76	Quinter	KS	67752	38.915534	-100.242238	0	2	Public OCA Chemical; Ammonia (anhydrous)
Merchants Terminal Corporation - Landover	3	1811 Cabin Branch Drive	Landover	MD	20785	38.91575538	-76.90544448	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Smithfield, Landover Division"	3	5801 Columbia Park Road	Landover	MD	20785	38.91659488	-76.90786641	0	2	Public OCA Chemical; Ammonia (anhydrous)
CHS INC - Wallace	2	Highway 40	Wallace	KS	67761	38.917299	-101.565301	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Burris Retail Logistics - Harrington, Delaware"	3	111 Reese Avenue	Harrington	DE	19952	38.91899015	-75.57782497	0	2	Public OCA Chemical; Ammonia (anhydrous)
"United States Cold Storage, Milford"	3	419 Milford Harrington	Milford	DE	19963	38.92010394	-75.44995299	0	2	Public OCA Chemical; Ammonia (anhydrous)
Perdue Farms Incorporated - Milford	3	255 N. Rehoboth Blvd.	Milford	DE	19963	38.92098811	-75.42176964	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Russell Stover Candies, Inc. Abilene, Kansas"	3	1993 Caramel Blvd.	Abilene	KS	67410	38.921079	-97.220096	0	2	Public OCA Chemical; Ammonia (anhydrous)
Lake of the Pines Water Treatment Plant	3	12812 Torrey Pines Drive	Auburn	CA	95603	38.92182	-121.09812	0	2	Public OCA Chemical; Chlorine
"South Central FS, Inc Mulberry Grove"	2	621 South Maple Street	Mulberry Grove	IL	62262	38.92183297	-89.2690707	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Merchants Cold Storage, LLC.,"	3	240 Shorland Drive	Walton	KY	41094	38.9222097	-84.62584895	0	2	Public OCA Chemical; Ammonia (anhydrous)
Messier-Bugatti USA	3	One Carbon Way	Walton	KY	41094	38.92269747	-84.61075693	0	2	Public OCA Chemical; Propane
Elkins Water Works	2	Barron Avenue	Elkins	WV	26241	38.92326	-79.850503	0	2	Public OCA Chemical; Chlorine
Bladensburg Facility	3	2900 52ND Ave.	Hyattsville	MD	20781	38.92627469	-76.93095086	0	3	Public OCA Chemical; Chlorine; Acetylene  [Ethyne]
Reddy Ice-Landover (427)	3	7100B Old Landover Road	Landover	MD	20785	38.92842482	-76.89138706	0	2	Public OCA Chemical; Ammonia (anhydrous)
Ellis Nh3 Plant	2	10th & Monroe	Ellis	KS	67637	38.938253	-99.562205	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Carlisle, IN 370 Satellite"	2	834 E State Road 58	Carlisle	IN	47838	38.94115588	-87.37879953	0	2	Public OCA Chemical; Ammonia (anhydrous)
Neis Farm's	2	408 N. Locust	Eudora	KS	66025	38.941893	-95.101497	0	2	Public OCA Chemical; Ammonia (anhydrous)
Old Monroe Elevator and Supply Company	3	263 North Main Street	Old Monroe	MO	63369	38.942597	-90.763542	1	2	Public OCA Chemical; Ammonia (anhydrous)
MIDLAND	2	1941 DIAGONAL ROAD REAR	MIDLAND	KS	66046	38.943832	-95.255319	0	2	Public OCA Chemical; Ammonia (anhydrous)
Hanover Foods-Ridgely	3	502 Factory St.	Ridgely	MD	21660	38.94391127	-75.89272458	0	2	Public OCA Chemical; Ammonia (anhydrous)
Front Royal Wastewater Treatment Plant	3	Manassas Ave-Extended	Front Royal	VA	22630	38.946389	-78.199722	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
"Kocher + Beck USA, L.P."	2	15850 West 99th Street	Lenexa	KS	66219	38.94926608	-94.76883327	0	2	Public OCA Chemical; Chlorine
North Auburn Water Treatment Plant	3	12200 Locksley Lane	Auburn	CA	95604	38.95020154	-121.0984746	0	2	Public OCA Chemical; Chlorine
Constellium Rolled Products Ravenswood LLC	3	Route 2 South	Ravenswood	WV	26164	38.95272	-81.75612	0	2	Public OCA Chemical; Chlorine
"Tyson Retail Deli, Concordia MO"	3	1901 South Saint Louis St.	Concordia	MO	64020	38.95523	-93.584522	0	2	Public OCA Chemical; Ammonia (anhydrous)
Mid-Missouri Agri Service - Emma	2	32102 Emma Road	Concordia	MO	64020	38.95523	-93.584522	0	2	Public OCA Chemical; Ammonia (anhydrous)
Hawkins Water Treatment Group - MO	3	191 North Rangeline Road	Columbia	MO	65201	38.95595908	-92.20411922	0	2	Public OCA Chemical; Chlorine
Salina Further Processing	3	160 S 500 W	Salina	UT	84654	38.95679414	-111.8685355	0	2	Public OCA Chemical; Ammonia (anhydrous)
Atkinson Farm Service	2	5235 Old Highway 40	Kingdom City	MO	65262	38.957522	-91.962837	0	2	Public OCA Chemical; Ammonia (anhydrous)
Lincoln County Farmers Coop	2	461 Hwy J	Troy	MO	63379	38.95826752	-90.99436141	0	2	Public OCA Chemical; Ammonia (anhydrous)
The Andersons Seymour Terminal	3	101 Agrico Lane	Seymour	IN	47274	38.95911818	-85.86248504	0	2	Public OCA Chemical; Ammonia (anhydrous)
Conrad Forest Products	2	7085-C Eddy Road	Arbuckle	CA	95912	38.96224193	-122.0195351	0	2	Public OCA Chemical; Ammonia (conc 20% or greater)
MFA Agri Service - Cedar Creek	2	2887 County Road 269	Columbia	MO	65202	38.9638071	-92.13053363	0	2	Public OCA Chemical; Ammonia (anhydrous)
SMD-1 Wastewater Treatment Plant	3	11755 Joeger Rd.	Auburn	CA	95603	38.96389887	-121.108721	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
"Ag Coop Services, Inc"	2	18860 Highway 87 East	Boonville	MO	65233	38.964646	-92.743139	0	2	Public OCA Chemical; Ammonia (anhydrous)
Bowman Water Treatment Plant	3	595 Christian Valley Rd.	Auburn	CA	95603	38.9660795	-121.0351232	0	2	Public OCA Chemical; Chlorine
"Keebler Company, Florence Plant"	3	500 Weaver Road	Florence	KY	41042	38.96646897	-84.62850902	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Kova Fertilizer, Inc (Cortland)"	2	3323 East SR. 258	Seymour	IN	47274	38.97242706	-85.97746602	0	2	Public OCA Chemical; Ammonia (anhydrous)
Wabash Valley Service Company - Willow Hill	2	PO Box 213	Willow Hill	IL	62480	38.976776	-88.0113	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Schwan's Global Supply Chain, Inc."	3	7605 Empire Drive	Florence	KY	41042	38.97795443	-84.63085485	1	2	Public OCA Chemical; Ammonia (anhydrous)
Olathe Water Treatment Plant No. 2	2	27065 W. 83rd Street	Lenexa	KS	66227	38.97802146	-94.89196479	0	2	Public OCA Chemical; Chlorine
MFA Bulk Plant - Montgomery City	2	335 Short Street	Montgomery City	MO	63361	38.978952	-91.505241	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Tyson Fresh Meats FWH, Montgomery City MO"	3	1001 Harness Drive	Montgomery City	MO	63361	38.978952	-91.505241	0	2	Public OCA Chemical; Ammonia (anhydrous)
Bear River Supply	2	218 Pleasant Grove Rd	Rio Oso	CA	95674	38.97951893	-121.4871363	0	2	Public OCA Chemical; Ammonia (conc 20% or greater)
"South Central FS, Inc. Vandalia Plant"	2	1800 Hillsboro Rd	Vandalia	IL	62471	38.97999378	-89.11623906	0	2	Public OCA Chemical; Ammonia (anhydrous)
Cortland	2	6905 N 400 E	Seymour	IN	47274	38.98050605	-85.96402328	0	2	Public OCA Chemical; Ammonia (anhydrous)
Growers Ag Service	2	2100 Everglade Road	Yuba City	CA	95993	38.98087415	-121.6558569	0	3	Public OCA Chemical; Ammonia (anhydrous); Ammonia (conc 20% or greater)
Water Filtration Plant	2	175 Wood Street	Buckhannon	WV	26201	38.98264115	-80.21825647	0	2	Public OCA Chemical; Chlorine
JB Pearl - Lawrence Facility	2	1685 E 1600 RD	LAWRENCE	KS	66044	38.98367459	-95.20686865	0	2	Public OCA Chemical; Ammonia (anhydrous)
Mountaineer Plant	3	Route 62	New Haven	WV	25265	38.985473	-81.959404	0	2	Public OCA Chemical; Chlorine
Indiana American Water-Seymour	3	7174 N 760 E	Seymour	IN	47274	38.9855872	-85.89755112	0	2	Public OCA Chemical; Chlorine
Firestone Building Products-Florence	3	8170 Holton Drive	Independence	KY	41042	38.986125	-84.648281	0	3	"Public OCA Chemical; Isopentane  [Butane, 2-methyl-]; Pentane"
"Americold, Strasburg    # 75169"	3	545 Radio Station Rd.	Strasberg	VA	22657	38.987689	-78.359876	0	2	Public OCA Chemical; Ammonia (anhydrous)
Sysco Northeast Redistribution Center	3	1000 Baugh Drive	Front Royal	VA	22630	38.99441255	-78.17142123	0	2	Public OCA Chemical; Ammonia (anhydrous)
"South Central FS, Inc. Brownstown Plant"	2	RT 40	Brownstown	IL	62418	38.995023	-88.952593	0	2	Public OCA Chemical; Ammonia (anhydrous)
"S&P/D-10 Receiving, Inc"	3	896 O'Banion Rd	Yuba City	CA	95991	38.995493	-121.621973	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Cuisine Solutions, Inc."	3	1501 Moran Road	Sterling	VA	20166	38.99711516	-77.44268472	0	2	Public OCA Chemical; Ammonia (anhydrous)
"CHS, Inc. - Bristol"	2	201 1st Street	Bristol	CO	81407	38.99766277	-105.5495049	0	2	Public OCA Chemical; Ammonia (anhydrous)
Hawkins Water Treatment Group - Columbia	3	1400 Boone Industrial Drive	Columbia	MO	65202	38.99797606	-92.3216708	0	2	Public OCA Chemical; Chlorine
McCullough Complex Water Treatment Plants	2	660 West Monument Creek Road	USAir Force Academy	CO	80840	38.999759	-104.695596	0	2	Public OCA Chemical; Chlorine
Wabash Valley Service Co.-Oblong	2	Route 33 450 E. Road	Oblong	IL	62449	39.001962	-87.906869	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Junction City - Armour Eckrich Meats, LLC"	3	1920 Lacy Drive	Junction City	KS	66441	39.00274016	-96.87217993	0	2	Public OCA Chemical; Ammonia (anhydrous)
Marathon Petroleum Company LP IRD	3	Marathon Avenue	Robinson	IL	62454	39.00576	-87.77514	0	4	Public OCA Chemical; Flammable Mixture; Hydrogen fluoride/Hydrofluoric acid (conc 50% or greater) [Hydrofluoric acid]; Ammonia (anhydrous)
Effingham Equity	2	14626 East 1050th Avenue	Robinson	IL	62454	39.00813218	-87.68317232	0	2	Public OCA Chemical; Ammonia (anhydrous)
TALMAGE	2	3006 FAIR ROAD	TALMAGE	KS	67482	39.009162	-97.3171	0	2	Public OCA Chemical; Ammonia (anhydrous)
Clermont County Pierce-Union-Batavia WTP	3	650 State Route 749	New Richmond	OH	45157	39.01036172	-84.30147139	0	2	Public OCA Chemical; Chlorine
"Kraft Foods Group, Inc. - Columbia"	3	4600 Waco Road	Columbia	MO	65203	39.01139423	-92.26662942	0	2	Public OCA Chemical; Ammonia (anhydrous)
MFA Anhydrous Ammonia Plant - New Franklin	2	314 South Missouri	New Franklin	MO	65274	39.01349203	-92.7378267	0	2	Public OCA Chemical; Ammonia (anhydrous)
Portsmouth Gaseous Diffusion Plant	3	3930 U.S. Rt 23	Piketon	OH	45661	39.01421726	-83.02560649	0	4	Public OCA Chemical; Hydrogen fluoride/Hydrofluoric acid (conc 50% or greater) [Hydrofluoric acid]; Fluorine; Chlorine
Versailles Branch	2	3994 South US 421	Versailles	IN	47042	39.01422674	-85.28394912	0	2	Public OCA Chemical; Ammonia (anhydrous)
North Vernon Branch	2	2100 East County Road 200 North	North Vernon	IN	47265	39.01457079	-85.57273396	0	2	Public OCA Chemical; Ammonia (anhydrous)
CLMSD Wastewater Treatment Plant	3	795 Linda Ln	Lakeport	CA	95453	39.01499149	-122.9264678	0	2	Public OCA Chemical; Chlorine
Club Chef	3	3776 Lake Park Dr	Covington	KY	41017	39.01787772	-84.52576434	1	2	Public OCA Chemical; Ammonia (anhydrous)
Wildwood/Lower Region	3	2701 Route 47 South	Rio Grande	NJ	8242	39.018436	-74.869812	0	2	Public OCA Chemical; Chlorine
SERVICE AND SUPPLY COOPERATIVE	2	1196 Hwy E	Bellflower	MO	63333	39.02110149	-91.3544707	0	2	Public OCA Chemical; Ammonia (anhydrous)
Broadneck Water Reclamation Facility	3	1340 Log Inn Road	Annapolis	MD	21409	39.0221	-76.450111	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
Inergy Terminal	2	10523 East County Road 975 North	Seymour	IN	47274	39.02314577	-85.8443837	0	2	Public OCA Chemical; Propane
SOUTH CENTRAL FS - ALTAMONT	2	7471 NORTH 300th STREET	ALTAMONT	IL	62411	39.02363752	-88.74845368	1	2	Public OCA Chemical; Ammonia (anhydrous)
MFA Bulk Plant - Higginsville	2	W. 24th Terrace	Higginsville	MO	64037	39.033181	-93.707924	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Geary Grain, Inc."	2	340 East 13th Street	Junction City	KS	66441	39.03563427	-96.8248361	0	2	Public OCA Chemical; Ammonia (anhydrous)
"FARMWAY CO-OP, INC. VESPER"	2	1397 E LARK DRIVE	VESPER	KS	67455	39.03588	-98.14464	0	2	Public OCA Chemical; Ammonia (anhydrous)
"FARMWAY CO-OP, INC. WESTFALL"	2	PO BOX 501 EAST MAIN ST	WESTFALL	KS	67455	39.03588	-98.14464	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Lincoln - Walker Products, Inc."	2	1378 N. 170th Road	Lincoln	KS	67455	39.03588	-98.14464	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Lincoln, Walker Products Trailer Staging"	2	414 South 6th Street	Lincoln	KS	67455	39.03588	-98.14464	0	2	Public OCA Chemical; Ammonia (anhydrous)
"FARMWAY CO-OP, INC. LINCOLN First St"	2	South First Street	LINCOLN	KS	67455	39.03588	-98.14464	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Reser's Fine Foods, Inc. - Topeka Salad Plant"	3	3167 SE 10th Street	Topeka	KS	66607	39.03627918	-95.63322292	1	2	Public OCA Chemical; Ammonia (anhydrous)
"Switz City, IN 3519"	2	4130 West 315 North	Switz City	IN	47465	39.038049	-87.047701	0	2	Public OCA Chemical; Ammonia (anhydrous)
United Dairy Farmers Distribution Center	3	2825 Crescent Springs Road	Erlanger	KY	41018	39.03837112	-84.58758254	0	2	Public OCA Chemical; Ammonia (anhydrous)
Cold Chain Integrity	3	2819 Crescent Springs Road	Erlanger	KY	41018	39.03843155	-84.58749223	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Lone Pine Ag-Services, Inc"	2	1557 E 100 Rd	Lecompton	KS	66050	39.039869	-95.402286	0	2	Public OCA Chemical; Ammonia (anhydrous)
City of Grand Junction Water Treatment Plant	2	244 26 1/4 Road	Grand Junction	CO	81503	39.04082771	-108.5658058	0	2	Public OCA Chemical; Chlorine
"Ray-Carroll County Grain Growers, Inc., Mayview"	2	110 North Railroad	Mayview	MO	64071	39.040903	-93.830524	0	2	Public OCA Chemical; Ammonia (anhydrous)
Copley Gas Extraction Plant	3	604 Copley Road	Weston	WV	26452	39.041383	-80.464446	0	2	Public OCA Chemical; Flammable Mixture
West Virginia-American Water   Weston WTP	3	Rt. 19 South of Weston	Weston	WV	26452	39.041383	-80.464446	0	2	Public OCA Chemical; Chlorine
"Reser's Fine Foods, Inc.  Deer Creek Plant"	3	3215 SE 6th St	Topeka	KS	66607	39.04282126	-95.63361973	1	2	Public OCA Chemical; Ammonia (anhydrous)
Reser's Fine Foods. Inc. - Topeka Distribution Cen	3	3121 SE 6th Avenue	Topeka	KS	66607	39.04299657	-95.63613635	0	2	Public OCA Chemical; Ammonia (anhydrous)
Goose Creek Water Treatment Plant	3	20521 Belmont Ridge Road	Ashburn	VA	20147	39.04346539	-77.51980405	0	2	Public OCA Chemical; Chlorine
M&M SERVICE CO. BUNKER HILL	2	10787 ROUTE 138	BUNKER HILL	IL	62014	39.04426	-89.951789	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Centreville, MD 755"	2	1003 Hope Road	Centreville	MD	21617	39.04475495	-75.99358544	0	2	Public OCA Chemical; Ammonia (anhydrous)
Potomac Water Filtration Plant	3	12200 River Road	Potomac	MD	20854	39.04476184	-77.26137124	0	2	Public OCA Chemical; Chlorine
Frontier Ag Inc-Page City	2	1860 U.S. HWY 40 - Page City	Winona	KS	67764	39.046384	-101.228293	0	2	Public OCA Chemical; Ammonia (anhydrous)
County Line	2	SE of NE 6-11-37	Winona	KS	67764	39.046384	-101.228293	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Milacron Inc., Mt. Orab"	3	Main St.	Mt. Orab	OH	45154	39.046508	-83.92847	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Williamsburg, OH 885 Satellite"	2	14916 Eastwood Road	Williamsburg	OH	45176	39.04809016	-83.984668	0	2	Public OCA Chemical; Ammonia (anhydrous)
Junction City Water Treatment Plant	3	2101 N. Jackson St.	Junction City	KS	66441	39.04864783	-96.84010255	0	2	Public OCA Chemical; Chlorine
Luray Elevator - West Plant	2	West K-18 Highway	Luray	KS	67649	39.049864	-98.649181	0	2	Public OCA Chemical; Ammonia (anhydrous)
Sycamore	3	2229 Highway 45	Grimes	CA	95950	39.052777	-121.884418	0	3	Public OCA Chemical; Ammonia (anhydrous); Ammonia (conc 20% or greater)
Clermont County Bob McEwen WTP	3	3960 Greenbriar Road	Batavia	OH	45103	39.05313823	-84.13615235	0	2	Public OCA Chemical; Chlorine
Hansen Water Treatment Plant	2	7601 Holliday Drive	Kansas City	KS	66106	39.05386172	-94.75706308	1	3	Public OCA Chemical; Ammonia (conc 20% or greater); Chlorine
Bellisio Foods Incorporated (Formerly Luigino's)	3	100 East Broadway	Jackson	OH	45640	39.05409887	-82.63198478	0	2	Public OCA Chemical; Ammonia (anhydrous)
Innovia Films Inc	3	6000 SE 2nd Street	Tecumseh	KS	66542	39.05490178	-95.55918417	0	2	Public OCA Chemical; Carbon disulfide
Millard Refrigerated Services	3	2350 South 98th Street	Edwardsville	KS	66111	39.05650104	-94.804304	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Airgas Specialty Products Inc., Kansas City, KS"	3	2500 State Line Road	Kansas City	KS	66103	39.056699	-94.629221	0	2	Public OCA Chemical; Ammonia (anhydrous)
Pilgrim's Pride - Moorefield Prepared Foods	3	214 South Main Street	Moorefield	WV	26836	39.05856964	-78.96988484	0	2	Public OCA Chemical; Ammonia (anhydrous)
Pilgrim's Pride - Moorefield Fresh Processing	3	129 Potomac Avenue	Moorefield	WV	26836	39.0591755	-78.96987051	0	2	Public OCA Chemical; Ammonia (anhydrous)
Sutter Energy Center	3	5029 South Township Road	Yuba City	CA	95993	39.06087442	-121.6897851	0	2	Public OCA Chemical; Ammonia (anhydrous)
Lucas NH3 Plant North	2	Wolf & Highway 18	Lucas	KS	67648	39.061163	-98.537771	0	2	Public OCA Chemical; Ammonia (anhydrous)
Lucas NH3 Plant East	2	300 S. Harvest	Lucas	KS	67648	39.061163	-98.537771	0	2	Public OCA Chemical; Ammonia (anhydrous)
Effingham Equity	2	23801 East State Highway 33	Dieterich	IL	62424	39.062733	-88.380295	0	2	Public OCA Chemical; Ammonia (anhydrous)
AEG Coffeen Energy Center	3	134 CIPS Lane	Coffeen	IL	62017	39.06418453	-89.3971713	0	3	Public OCA Chemical; Ammonia (anhydrous); Chlorine
"Roberts Dairy - Kansas City, MO"	3	3805 Emmanual Cleaver II	Kansas City	MO	64128	39.067188	-94.536792	0	2	Public OCA Chemical; Ammonia (anhydrous)
Topeka Water Treatment Plant	2	3245 Waterworks Drive	Topeka	KS	66606	39.07048183	-95.71331645	0	2	Public OCA Chemical; Chlorine
The Mennel Milling Company of Illinois	3	415 E. Main Street	Mt. Olive	IL	62069	39.07217806	-89.72388158	0	2	Public OCA Chemical; Chlorine
"National Cold Storage, Inc."	3	12755 Loring Drive	Bonner Springs	KS	66012	39.073262	-94.884623	0	2	Public OCA Chemical; Ammonia (anhydrous)
Richard Miller Water Treatment Plant	3	5651 Kellogg Avenue	Cincinnati	OH	45230	39.07465786	-84.42076095	0	2	Public OCA Chemical; Chlorine
"Sullivan, IN (New Lebanon Plant)"	2	2988 State Road 54 West	Sullivan	IN	47882	39.07559372	-87.35847246	0	2	Public OCA Chemical; Ammonia (anhydrous)
Perry NH3-JB PEARL	2	406 Front Street	Perry	KS	66073	39.075627	-95.393017	0	2	Public OCA Chemical; Ammonia (anhydrous)
Charles A. Strain Water Treatment Plant	2	510 34 Road	Clifton	CO	81520	39.07633121	-108.4229456	0	2	Public OCA Chemical; Chlorine
Effingham Equity	2	2755 East 1100th Avenue	Altamont	IL	62411	39.084206	-88.746416	1	2	Public OCA Chemical; Ammonia (anhydrous)
GROWERS FARM SERVICE - ELIZABETHTOWN	2	6651 EAST 800 SOUTH	ELIZABETHTOWN	IN	47232	39.08519293	-85.84675171	0	2	Public OCA Chemical; Ammonia (anhydrous)
Woodgate Petroleum	3	1 Rabbit Lane	Stephens City	VA	22655	39.086856	-78.206821	0	2	Public OCA Chemical; Propane
The Procter & Gamble Manufacturing Company	3	1900 Kansas Avenue	Kansas City	KS	66105	39.08748536	-94.65010299	0	2	"Public OCA Chemical; Epichlorohydrin  [Oxirane, (chloromethyl)-]"
U.S. Foodservice - Topeka	3	4725 NW US Hwy 24	Topeka	KS	66618	39.09039488	-95.7349973	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Associated Wholesale Grocers, Inc."	3	5000 Kansas Avenue	Kansas City	KS	66106	39.09098683	-94.69065204	1	2	Public OCA Chemical; Ammonia (anhydrous)
"Smart Warehousing, LLC"	3	16500 East Truman Road	Independence	MO	64050	39.09156274	-94.37929215	0	2	Public OCA Chemical; Ammonia (anhydrous)
"The Hillshire Brands Company, Kansas City, KS"	3	4612 Speaker Road	Kansas City	KS	66106	39.09693458	-94.68449452	0	2	Public OCA Chemical; Ammonia (anhydrous)
Harcros Chemicals Inc. - Kansas City	3	5200 Speaker Rd.	Kansas City	KS	66106	39.09725442	-94.69672651	0	3	"Public OCA Chemical; Propylene oxide  [Oxirane, methyl-]; Ethylene oxide  [Oxirane]"
James H. Diehl Water Filtration Plant	3	5100 Passage Rd.	Stephens City	VA	22655	39.09792362	-78.22774475	0	2	Public OCA Chemical; Chlorine
"Sullivan, IN"	2	PO Box 405	Sullivan	IN	47882	39.098637	-87.402599	0	2	Public OCA Chemical; Ammonia (anhydrous)
MEROM GENERATING STATION	3	5500 WEST OLD 54	SULLIVAN	IN	47882	39.098637	-87.402599	0	2	Public OCA Chemical; Ammonia (anhydrous)
MFA Agri Service - Martinsburg	2	15778 Audrain Road 741	Martinsburg	MO	65264	39.099199	-91.646881	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Silver Lake, KS"	2	2620 Huxman Road	Silver Lake	KS	66519	39.09940693	-95.85611415	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Hutsonville, IL"	2	13843 E 1700th Avenue	Hutsonville	IL	62433	39.09965917	-87.68736517	0	2	Public OCA Chemical; Ammonia (anhydrous)
Patuxent Water Filtration Plant	3	6101 Sandy Spring Road	Laurel	MD	20707	39.101616	-76.884527	0	2	Public OCA Chemical; Chlorine
MFA Agri Service - Alma	2	106 E. Collins	Alma	MO	64001	39.103607	-93.546252	0	2	Public OCA Chemical; Ammonia (anhydrous)
Central Missouri AGRIService LLC. - Blackburn	2	215-219 West Park St.	Blackburn	MO	65321	39.104512	-93.486773	0	2	Public OCA Chemical; Ammonia (anhydrous)
