Facility_Name	Process	Street	City	State	Zip	Latitude	Longitude	Accidents	Total_No_Chemicals	Chemical_Names
Faultless Starch/Bon Ami Company	3	1025 W. 8th Street	Kansas City	MO	64101	39.10524739	-94.59615457	0	2	Public OCA Chemical; Flammable Mixture
Nash Finch Company - Cincinnati Ohio Facility	3	6300 Creek Road	Cincinnati	OH	45202	39.105479	-84.502052	0	2	Public OCA Chemical; Ammonia (anhydrous)
Cray Vally Grand Junction	3	569 24A A  RD	GRAND JUNCTION	CO	81505	39.107861	-108.607362	0	2	"Public OCA Chemical; 1,3-Butadiene"
Yuba City Wastewater Treatment Facility	3	302 Burns Drive	Yuba City	CA	95991	39.10787152	-121.6150039	0	2	Public OCA Chemical; Chlorine
Feather River Energy Center	2	202 Burns Drive	Yuba city	CA	95993	39.10807757	-121.6141628	0	2	Public OCA Chemical; Ammonia (conc 20% or greater)
"Grainfield, KS Satellite"	2	218 East Front Street	Grainfield	KS	67737	39.110945	-100.464358	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Heimsoth Agri. Service, Inc."	2	305 Coal Street	Corder	MO	64021	39.111496	-93.637089	0	2	Public OCA Chemical; Ammonia (anhydrous)
Persigo Wastewater Treatment Plant	2	2145 River Road	Grand Junction	CO	81505	39.11314419	-108.6569674	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
M&M SERVICE CO. FILLMORE	2	213 SOUTH MAIN ST.	FILLMORE	IL	62032	39.11377214	-89.27874519	1	2	Public OCA Chemical; Ammonia (anhydrous)
"Samuel Adams Brewery Company, Ltd."	3	1625 Central Parkway	Cincinnati	OH	45214	39.11409342	-84.52294717	0	2	Public OCA Chemical; Ammonia (anhydrous)
ConAgra Frozen Foods	3	200 Banquet Drive	Marshall	MO	65340	39.114311	-93.196522	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Cargill, Marshall, MO"	3	Highway 20 West	Marshall	MO	65340	39.114311	-93.196522	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Americold, Marshall   #75114"	3	3465 West Arrow	Marshall	MO	65340	39.114311	-93.196522	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Acme Supply Company, LLC  --  Marshall"	2	19342 South Saline 65 Hwy	Marshall	MO	65340	39.114311	-93.196522	0	2	Public OCA Chemical; Ammonia (anhydrous)
DUPONT FORT HILL PLANT	3	11215 Brower Road	North Bend	OH	45052	39.11544818	-84.81373366	0	3	"Public OCA Chemical; Sulfur trioxide; Oleum (Fuming Sulfuric acid)  [Sulfuric acid, mixture with sulfur trioxide]"
CHS Inc. - Shipman	2	3620 Hwy 16	Shipman	IL	62685	39.11666705	-90.07964135	0	2	Public OCA Chemical; Ammonia (anhydrous)
Wabash Valley Service Co.- Hidalgo	2	"R.R. 1, Route 130"	Hidalgo	IL	62432	39.117001	-88.129813	0	2	Public OCA Chemical; Ammonia (anhydrous)
SOUTH CENTRAL FS  / EFFINGHAM	2	410 SOUTH WILLOW STREET	EFFINGHAM	IL	62401	39.11719305	-88.53734996	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Agrium , North Bend Nitrogen Operation"	3	10743 Brower Road	North Bend	OH	45052	39.11897523	-84.79667274	2	4	Public OCA Chemical; Ammonia (anhydrous); Ammonia (conc 20% or greater); Nitric acid (conc 80% or greater)
"General Mills, Inc. - Kansas City"	3	2917 Guinotte Avenue	Kansas City	MO	64120	39.12066285	-94.54166394	0	2	Public OCA Chemical; Chlorine
US Food Service Inc Baltimore	3	8024 Telegraph Road	Severn	MD	21144	39.12152891	-76.69027536	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Taylor Farms Maryland, Inc."	3	9055 Junction Drive	Annapolis Junction	MD	20701	39.121614	-76.79043	1	2	Public OCA Chemical; Ammonia (anhydrous)
"Central Missouri AGRIService, LLC. - Marshall"	2	211 N. Lyon St	Marshall	MO	65340	39.12236149	-93.20204235	0	2	Public OCA Chemical; Ammonia (anhydrous)
General Mills - Wellston	3	2403 South Pennsylvania Avenue	Wellston	OH	45692	39.12244	-82.546002	0	2	Public OCA Chemical; Ammonia (anhydrous)
Bayer CropScience	3	8400 Hawthorn Road	Kansas City	MO	64120	39.12258919	-94.48501764	1	10	"Public OCA Chemical; Formaldehyde (solution); Vinyl chloride  [Ethene, chloro-]; Ethyl mercaptan [Ethanethiol]; 2-Methyl-1-butene; Hydrazine; Hydrogen chloride (anhydrous) [Hydrochloric acid]; Phosphorus trichloride  [Phosphorous trichloride]; Chlorine; Carbon disulfide"
SOUTH CENTRAL FS - WINTERROWD	2	23039 EAST 200TH AVENUE	DIETERICH	IL	62401	39.12264	-88.58796	0	2	Public OCA Chemical; Ammonia (anhydrous)
Frontier Ag Inc-Grinnell	2	US 40	Grinnell	KS	67738	39.123089	-100.630849	0	2	Public OCA Chemical; Ammonia (anhydrous)
Worthington Branch	2	500 South Jefferson Street	Worthington	IN	47471	39.12333665	-86.97930212	0	2	Public OCA Chemical; Ammonia (anhydrous)
KCPL - Hawthorn Generating Facility	3	8700 East Front Street	Kansas City	MO	64120	39.12391	-94.5372	0	2	Public OCA Chemical; Ammonia (anhydrous)
Frontier Ag Inc-Oakley	2	1195 Albert	Oakley	KS	67748	39.1247647	-100.8666604	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Minneapolis, KS 5540"	2	1040 East 10th Street	Minneapolis	KS	67467	39.125123	-97.703693	0	2	Public OCA Chemical; Ammonia (anhydrous)
Western Plains Energy LLC	3	3022 County Road 18	Oakley	KS	67748	39.12527	-100.852996	0	3	Public OCA Chemical; Flammable Mixture; Ammonia (anhydrous)
Poole Chemical - Oakley	2	3013 CR 4050	Oakley	KS	67748	39.12527	-100.852996	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Oakley, KS 763 Satellite"	3	104 South Freeman Avenue	Oakley	KS	67748	39.12540729	-100.849099	0	2	Public OCA Chemical; Ammonia (anhydrous)
National Starch LLC.- N. Kansas City	3	1001 Bedford Ave.	North Kansas City	MO	64116	39.12886915	-94.57018251	0	2	"Public OCA Chemical; Propylene oxide  [Oxirane, methyl-]"
Coastal Sunbelt Produce Company	3	8704 Bollman Place	Savage	MD	20763	39.12933277	-76.80663241	0	2	Public OCA Chemical; Ammonia (anhydrous)
H.P. Hood	3	160 Hood Way	Winchester	VA	22602	39.12962316	-78.18751938	0	2	Public OCA Chemical; Ammonia (anhydrous)
Lightburn Extraction Plant	3	6644 Old Mill Road	Jane Lew	WV	26378	39.13078201	-80.45174477	0	2	Public OCA Chemical; Flammable Mixture
Siemer Milling Company - Teutopolis Plant	3	111 W. Main Street	Teutopolis	IL	62467	39.131471	-88.475901	0	2	Public OCA Chemical; Chlorine
Ute Water Treatment Plant	2	3975 Rapid Creek Road	Palisade	CO	81526	39.13257272	-108.3055481	0	2	Public OCA Chemical; Chlorine
EMD Chemicals Inc.	3	2909 Highland Avenue	Cincinnati	OH	45212	39.13290198	-84.50304631	0	5	"Public OCA Chemical; Formaldehyde (solution); Chloroform  [Methane, trichloro-]; Hydrochloric acid (conc 37% or greater); Ethyl ether  [Ethane, 1,1'-oxybis-]"
"Dreyer's Grand Ice Cream, Inc."	3	9090 Whiskey Bottom Road	Laurel	MD	20723	39.133677	-76.861876	0	2	Public OCA Chemical; Ammonia (anhydrous)
Giant Food LLC - Fresh Food Facility	3	8580 Old Dorsey Run Road	Jessup	MD	20794	39.13392329	-76.79644799	0	2	Public OCA Chemical; Ammonia (anhydrous)
CALIFORNIA COLD LOGISTICS	3	700 JONES STREET	YUBA CITY	CA	95991	39.13462602	-121.6201821	2	2	Public OCA Chemical; Ammonia (anhydrous)
MFA Bulk Plant - Levasy	2	36906 E. 24 Hwy.	Levasy	MO	64066	39.135185	-94.137788	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Tri County FS, Inc.-Jerseyville"	2	300 East County Road	Jerseyville	IL	62052	39.13578	-90.333	2	2	Public OCA Chemical; Ammonia (anhydrous)
CHS Inc. - Shipman Jerseyville	2	20491 Otterville Rd.	Jerseyville	IL	62052	39.13578	-90.333	0	2	Public OCA Chemical; Ammonia (anhydrous)
Greenleaf 2	3	875 North Walton	Yuba City	CA	95993	39.13802108	-121.6438129	0	2	Public OCA Chemical; Ammonia (anhydrous)
Yuba City Energy Center	2	875 North Walton Ave.	Yuba City	CA	95993	39.13802108	-121.6438129	0	2	Public OCA Chemical; Ammonia (conc 20% or greater)
"INEOS ABS (USA) Corporation Addyston, Ohio Plant"	3	356 THREE RIVERS PARKWAY	ADDYSTON	OH	45001	39.13845793	-84.71432218	0	3	"Public OCA Chemical; 1,3-Butadiene; Acrylonitrile  [2-Propenenitrile]"
"John Taylor Fertilizer Company, Yuba City"	2	900 N. George Washington Blvd.	Yuba City	CA	95991	39.13872321	-121.6716722	0	2	Public OCA Chemical; Ammonia (conc 20% or greater)
"South Central FS, Inc. Ramsey Plant"	2	314 E 6th St	Ramsey	IL	62080	39.14047924	-89.10434494	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Maryland and Virginia Milk, Laurel LLC"	3	8321 LEISHEAR RD	Laurel	MD	20723	39.14114122	-76.87629372	0	2	Public OCA Chemical; Ammonia (anhydrous)
Courtney Bend Water Treatment Plant	2	Courtney Bend Water Treatment Plant	Sugar Creek	MO	64058	39.141498	-94.353728	0	2	Public OCA Chemical; Chlorine
"Fieldon, IL 3509"	2	24810 Eldred Road	Fieldon	IL	62031	39.14181564	-90.5623198	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Brenntag Mid-South, Inc."	3	5200 Stillwell Rd.	Kansas City	MO	64120	39.14244935	-94.52024805	0	2	Public OCA Chemical; Chlorine
"Annapolis, IL"	2	7250 East 2000th Avenue	Annapolis	IL	62413	39.14487425	-87.81241876	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Forbo Adhesives, LLC"	3	3150 Fiberglass Road	Kansas City	KS	66115	39.14535114	-94.61733123	0	2	Public OCA Chemical; Vinyl acetate monomer  [Acetic acid ethenyl ester]
Effingham Equity	2	15910 North 2300th St.	Montrose	IL	62445	39.14666806	-88.37911951	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Colusa County Farm Supply, Inc."	3	5873 Freshwater Road	Williams	CA	95987	39.148021	-122.145602	0	3	Public OCA Chemical; Ammonia (anhydrous); Ammonia (conc 20% or greater)
MFA Anhydrous Ammonia Plant - Lexington	2	10601 Highway 224	Lexington	MO	64067	39.14938	-93.846657	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Sysco Baltimore, LLC"	3	8000 Dorsey Run Road	Jessup	MD	20794	39.14940801	-76.7871055	0	2	Public OCA Chemical; Ammonia (anhydrous)
City of Philippi Water Treatment Plant	2	McCartney Street	Philippi	WV	26416	39.150767	-80.040442	0	2	Public OCA Chemical; Chlorine
United Dairy Farmers Production Facility	3	3955 Montgomery Road	Norwood	OH	45212	39.15183213	-84.46292125	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Rossville, KS Satellite"	2	5734 Northwest Bailey Road	Rossville	KS	66533	39.152719	-95.965164	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Tri County FS, Inc.-Hardin"	2	"County Highway # 1, South"	Hardin	IL	62047	39.15332	-90.623852	0	2	Public OCA Chemical; Ammonia (anhydrous)
"GTS Welco - Jessup, MD"	3	8025 Dorsey Run Road	Jessup	MD	20794	39.154739	-76.811082	0	2	Public OCA Chemical; Acetylene  [Ethyne]
"Lancaster Foods, LLC"	3	7700 Conowingo Avenue	Jessup	MD	20794	39.154739	-76.811082	0	2	Public OCA Chemical; Ammonia (anhydrous)
Merchants Terminal Corporation - Jessup	3	7950 Oceano Avenue	Jessup	MD	20794	39.15812037	-76.78001387	0	2	Public OCA Chemical; Ammonia (anhydrous)
Yuba City Water Treatment Plant	3	701 Northgate Dr.	Yuba City	CA	95991	39.15947308	-121.6258235	0	2	Public OCA Chemical; Chlorine
TRICO FARM SUPPLIES INC	2	19541 East 300 South	Elizabethtown	IN	47232	39.15985766	-85.71131696	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Medora FS, Inc."	2	367 FS Road	Medora	IL	62063	39.16052965	-90.08114152	0	2	Public OCA Chemical; Ammonia (anhydrous)
Nearman Water Treatment Plant	2	4301 Brenner Road	Kansas City	KS	66104	39.16372752	-94.70891484	3	3	Public OCA Chemical; Ammonia (conc 20% or greater); Chlorine
Fruita Anhydrous Ammonia Plant	2	South Elm & Highway 6 & 50	Fruita	CO	81521	39.165497	-108.720895	0	2	Public OCA Chemical; Ammonia (anhydrous)
MFA Agri Service - Mexico	2	2816 East Liberty	Mexico	MO	65265	39.16734	-91.87044	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Dawn Food Products, Inc."	3	1400 Vance Road	Mexico	MO	65265	39.16734	-91.87044	0	2	Public OCA Chemical; Ammonia (anhydrous)
MCGRAW FERTILIZER SERVICE INC.	2	21742 207TH STREET	TONGANOXIE	KS	66086	39.16768797	-95.05920008	0	2	Public OCA Chemical; Ammonia (anhydrous)
MFA Agri Service - Elsberry	2	402 N. Main St.	Elsberry	MO	63343	39.16882756	-90.78233816	0	2	Public OCA Chemical; Ammonia (anhydrous)
Osgood-North Branch	2	6490 US Hwy 421	Osgood	IN	47037	39.16931737	-85.31149834	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Spring Grove resource Recovery, Inc."	2	4879 Spring Grove Ave	Cincinnati	OH	45232	39.17017367	-84.51010243	0	5	"Public OCA Chemical; Formaldehyde (solution); Chloroform  [Methane, trichloro-]; Toluene 2,4-diisocyanate  [Benzene, 2,4-diisocyanato-1-methyl-]; Hydrochloric acid (conc 37% or greater)"
"Kansas City, Missouri Water Treatment Plant"	2	1 NW Briarcliff Road	Kansas City	MO	64116	39.17027523	-94.58129495	0	3	Public OCA Chemical; Ammonia (anhydrous); Chlorine
Columbus Water Treatment Plant No. 2	3	1020 Spear Street	Columbus	IN	47201	39.17184922	-85.93693257	0	2	Public OCA Chemical; Chlorine
Kansas City Foam	2	555 NW Platte Valley Dr	Riverside	MO	64150	39.17240803	-94.63338085	0	2	"Public OCA Chemical; Toluene diisocyanate (unspecified isomer)  [Benzene, 1,3-diisocyanatomethyl-]"
Cox Creek Water Reclamation Plant	3	8833 Wagner Station Road	Curtis Bay	MD	21226	39.17449323	-76.5380209	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
"Air Products, Cincinnati, OH"	3	4900 Este Avenue	Cincinnati	OH	45232	39.17575222	-84.50902752	0	2	Public OCA Chemical; Hydrogen
"Emery Oleochemicals LLC, Cincinnati Plant"	3	4900 Este Avenue	Cincinnati	OH	45232	39.17575222	-84.50902752	2	3	Public OCA Chemical; Hydrogen; Ammonia (anhydrous)
"Holland Energy, LLC."	3	RR2 Box 270A	Beecher City	IL	62414	39.176936	-88.821983	0	2	Public OCA Chemical; Ammonia (anhydrous)
M&M SERVICE CO. LITCHFIELD (IMC)	2	1287 NORTH 13TH AVE	LITCHFIELD	IL	62511	39.17775351	-89.64315921	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Emerald Hilton Davis, LLC"	3	2235 Langdon Farm Road	Cincinnati	OH	45237	39.18086057	-84.4510461	0	2	"Public OCA Chemical; Oleum (Fuming Sulfuric acid)  [Sulfuric acid, mixture with sulfur trioxide]"
"Kova Fertilizer, Inc. - Westport"	2	906 State Rd. 3 N.	Westport	IN	47283	39.18448453	-85.57547147	0	2	Public OCA Chemical; Ammonia (anhydrous)
Natoma Nh3 Plant	2	613 N. 1st Street	Natoma	KS	67651	39.18752239	-99.02548481	0	2	Public OCA Chemical; Ammonia (anhydrous)
Meriden NH3	2	201 Dawson	Meriden	KS	66512	39.18927617	-95.56911737	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Shelburn, IN 569"	2	2745 W SR 48	Shelburn	IN	47879	39.19014946	-87.45729244	0	2	Public OCA Chemical; Ammonia (anhydrous)
JB PEARL SALES & SERVICE	2	27425 W HWY 24	ST MARYS	KS	66536	39.194394	-96.06484	0	2	Public OCA Chemical; Ammonia (anhydrous)
JB Pearl-Sandy Hook Facility	2	6200 NW Maple Hill Rd.	St. Marys	KS	66536	39.194394	-96.06484	0	2	Public OCA Chemical; Ammonia (anhydrous)
Rinchem Company	3	202 West Wyck Street	Winchester	VA	22601	39.19461029	-78.16391841	0	2	Public OCA Chemical; Ammonia (conc 20% or greater)
NCCA-St. Marys	2	805 W Bertrand	St. Marys	KS	66536	39.1952647	-96.07403966	0	2	Public OCA Chemical; Ammonia (anhydrous)
Sunshine's Pride Dairy	3	801 North Kent Street	Winchester	VA	22601	39.19582356	-78.15756852	0	2	Public OCA Chemical; Ammonia (anhydrous)
Acme Supply Company  --  Malta Bend	2	North Linn and Pacific Streets	Malta Bend	MO	65339	39.19728	-93.38028	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Mid-Missouri Energy, LLC"	3	15311 North Saline 65 Highway	Malta Bend	MO	65339	39.19728	-93.38028	0	3	Public OCA Chemical; Flammable Mixture; Ammonia (anhydrous)
Manhattan	2	3384 Excel Raod	Manhattan	KS	66502	39.197419	-96.59728	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Mariah Foods, Inc."	3	1333 Indiana Avenue	Columbus	IN	47201	39.19759181	-85.9099932	0	2	Public OCA Chemical; Ammonia (anhydrous)
MFA Agri Service - West Liquid Plant - Centralia	2	22501 North March Road	Centralia	MO	65240	39.199769	-92.146039	1	2	Public OCA Chemical; Ammonia (anhydrous)
M&M SERVICE CO BUTLER	2	530 WATER ST.	BUTLER	IL	62015	39.19987788	-89.53385118	0	2	Public OCA Chemical; Ammonia (anhydrous)
Columbus Water Treatment Plant No. 1	3	2201 Lincoln Park Drive	Columbus	IN	47201	39.199917	-85.934788	0	2	Public OCA Chemical; Chlorine
"Helena Chemical Company - Greenup, IL"	3	612 IL Rt 130	Greenup	IL	62428	39.202222	-88.041111	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Bartlett Grain Company, L.P."	2	31697 Thomas Drive	Waverly	MO	64096	39.202923	-93.523427	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Kemira Water Solutions, Inc."	3	3925 Fort Armistead Road	Baltimore	MD	21226	39.20479794	-76.54689656	0	2	Public OCA Chemical; Chlorine
M&M SERVICE IRVING	2	511 EAST STATE STREET	IRVING	IL	62051	39.204818	-89.405456	0	2	Public OCA Chemical; Ammonia (anhydrous)
BP Products North America Inc.-Curtis Bay Terminal	3	801 East Ordnance Road	Curtis Bay	MD	21226	39.2087033	-76.58624845	0	2	Public OCA Chemical; Butane
Grace - Davison  Curtis Bay	3	5500 Chemical Road	Baltimore	MD	21226	39.20994577	-76.56841166	0	2	Public OCA Chemical; Titanium tetrachloride  [Titanium chloride (TiCl4) (T-4)-]
"Hartsville, IN 459 Satellite"	2	19560 East 50 North	Hartsville	IN	47244	39.21080807	-85.71160144	0	2	Public OCA Chemical; Ammonia (anhydrous)
NCCA-Wamego	2	18090 Military Trail Road	Wamego	KS	66547	39.211156	-96.316796	0	2	Public OCA Chemical; Ammonia (anhydrous)
Vindex Loadout - Buffalo Refuse Site	2	West Virginia State Route 93	Mount Storm	WV	26739	39.211179	-79.25218	0	2	Public OCA Chemical; Ammonia (anhydrous)
Mt. Storm Power Station	3	436 Dominion Blvd	Mt. Storm	WV	26739	39.211179	-79.25218	0	2	Public OCA Chemical; Ammonia (anhydrous)
SIMPLOT GROWER SOLUTIONS - COLUSA	2	2947 Highway 20	Colusa	CA	95932	39.211344	-122.010476	0	3	Public OCA Chemical; Ammonia (anhydrous); Ammonia (conc 20% or greater)
"Delta Industries Inc., - Colusa"	3	7254 Farinon	Colusa	CA	95932	39.211344	-122.010476	0	3	Public OCA Chemical; Ammonia (anhydrous); Ammonia (conc 20% or greater)
"Airgas USA, LLC"	3	160 Glendale Milford Rd	Miamiville	OH	45147	39.21237	-84.299993	0	3	Public OCA Chemical; Propylene  [1-Propene]; Acetylene  [Ethyne]
"Central Missouri AGRIService, LLC.-Waverly"	2	215 East Thomas Drive	Waverly	MO	64096	39.2124395	-93.51799281	0	2	Public OCA Chemical; Ammonia (anhydrous)
Pactiv - Winchester	3	172 Pactiv Way	Winchester	VA	22603	39.21256941	-78.13939121	0	2	Public OCA Chemical; Butane
"Oskaloosa, KS"	2	10152 US 59 Highway	Oskaloosa	KS	66066	39.213571	-95.314577	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Central Missouri AGRIService, LLC. - Slater"	2	227 Industrial Blvd	Slater	MO	65349	39.214173	-93.069492	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Ray-Carroll County Grain Growers, Inc., Slater"	2	29261 N. Highway 240	Slater	MO	65349	39.214173	-93.069492	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Orrick, MO"	2	208 East North Front Street	Orrick	MO	64077	39.21443062	-94.12740495	0	2	Public OCA Chemical; Ammonia (anhydrous)
Linda County Water District	3	909 Myrna Avenue	Marysville	CA	95901	39.2154	-121.46334	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
"CF Industries Sales, LLC. - CowdenTerminal"	3	Highway 128 South	Cowden	IL	62422	39.216769	-88.90385	0	2	Public OCA Chemical; Ammonia (anhydrous)
MILLER FERTILIZER AND FEED	2	NORTH ROUTE 128	COWDEN	IL	62422	39.216769	-88.90385	0	2	Public OCA Chemical; Ammonia (anhydrous)
LOMO COLD STORAGE	3	6005 HIGHWAY 99	LIVE OAK	CA	95953	39.21891454	-121.6409912	0	2	Public OCA Chemical; Ammonia (anhydrous)
Loma Rica Water Treatment Plant	3	13786 Loma Rica Drive	Grass Valley	CA	95945	39.22320504	-120.9892369	0	2	Public OCA Chemical; Chlorine
MFA Agri Service - Glasgow	2	303 Industrial Drive	Glasgow	MO	65254	39.228178	-92.839068	0	2	Public OCA Chemical; Ammonia (anhydrous)
MFA Agri Service - Glasgow Agronomy	2	402 10th Street	Glasgow	MO	65254	39.228178	-92.839068	0	2	Public OCA Chemical; Ammonia (anhydrous)
Sunoco Partners Marketing	3	2155 Northbridge Ave	Baltimore	MD	21226	39.23094611	-76.56959932	0	2	Public OCA Chemical; Butane
Delta Chemical Corporation	3	2601 Cannery Avenue	Baltimore	MD	21226	39.23108534	-76.56661151	0	3	"Public OCA Chemical; Formaldehyde (solution); Dimethylamine  [Methanamine, N-methyl-]"
JB Pearl-Onaga Road Facility	2	6005 Onaga Road	Wamego	KS	66547	39.23162908	-96.23138166	0	2	Public OCA Chemical; Ammonia (anhydrous)
Zurich Nh3 Plant	2	502 South Main	Zurich	KS	67676	39.232139	-99.43468527	0	2	Public OCA Chemical; Ammonia (anhydrous)
Patapsco Wastewater Treatment Facility	3	3501 Asiatic Avenue	Baltimore	MD	21226	39.23245536	-76.56732134	2	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
Plainville Nh3 Plant	2	East Highway 18	Plainville	KS	67663	39.232902	-99.303102	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Fairbanks, IN Satellite"	2	10254 N State Road 63	Fairbanks	IN	47849	39.23353682	-87.51644936	0	2	Public OCA Chemical; Ammonia (anhydrous)
Motiva Baltimore Terminal	3	2400 Petrolia Ave.	Baltimore	MD	21226	39.23396306	-76.56841513	0	2	Public OCA Chemical; Butane
"PMC Cincinnati, Inc."	3	2000 West Street	Cincinnati	OH	45215	39.23418264	-84.4377081	2	4	"Public OCA Chemical; Methyl chloride  [Methane, chloro-]; Ammonia (conc 20% or greater); Chlorine"
Pilot Chemical Company of Ohio Lockland Plant	3	606 SHEPHERD DRIVE	LOCKLAND	OH	45215	39.23624157	-84.46135026	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Sulfur trioxide
H. B. Fuller - Blue Ash Plant	3	4450 Malsbary Road	Blue Ash	OH	45242	39.23975458	-84.38752927	0	2	Public OCA Chemical; Vinyl acetate monomer  [Acetic acid ethenyl ester]
Baltimore LPG Terminal	3	3101 Shell Road	Baltimore	MD	21226	39.24058945	-76.592594	0	2	Public OCA Chemical; Propane
